SOMAMER_ID	UniProt	TargetFullName	Target	HGNC	ensembl_id	chrom	gene	tss
SERPINA12.6551.94.3	Q8IW75	Serpin A12	Vaspin	SERPINA12	ENSG00000165953	14	ENSG00000165953	94977370.0
SERPINA4.14105.5.3	P29622	Kallistatin	Kallistatin	SERPINA4	ENSG00000100665	14	ENSG00000100665	95027779.0
SERPINA4.3449.58.2	P29622	Kallistatin	Kallistatin	SERPINA4	ENSG00000100665	14	ENSG00000100665	95027779.0
SERPINA6.4785.30.3	P08185	Corticosteroid-binding globulin	CBG	SERPINA6	ENSG00000170099	14	ENSG00000170099	94789726.0
SERPINA9.7266.4.3	Q86WD7	Serpin A9	SPA9	SERPINA9	ENSG00000170054	14	ENSG00000170054	94942582.0
SERPINC1.3344.60.4	P01008	Antithrombin-III	Antithrombin III	SERPINC1	ENSG00000117601	1	ENSG00000117601	173886454.0
SERPINE1.2925.9.1	P05121	Plasminogen activator inhibitor 1	PAI-1	SERPINE1	ENSG00000106366	7	ENSG00000106366	100770374.5
SERPINE2.3217.74.2	P07093	Glia-derived nexin	Protease nexin I	SERPINE2	ENSG00000135919	2	ENSG00000135919	224899858.0
SERPINF1.7735.17.3	P36955	Pigment epithelium-derived factor	PEDF	SERPINF1	ENSG00000132386	17	ENSG00000132386	1665764.5
SERPINF1.9211.19.3	P36955	Pigment epithelium-derived factor	PEDF	SERPINF1	ENSG00000132386	17	ENSG00000132386	1665764.5
SERPINF2.3024.18.2	P08697	Alpha-2-antiplasmin	a2-Antiplasmin	SERPINF2	ENSG00000167711	17	ENSG00000167711	1646137.0
SERPING1.4479.14.2	P05155	Plasma protease C1 inhibitor	C1-Esterase Inhibitor	SERPING1	ENSG00000149131	11	ENSG00000149131	57365219.5
SERPINI2.7117.21.3	O75830	Serpin I2	SPI2	SERPINI2	ENSG00000114204	3	ENSG00000114204	167190653.0
SETD2.12647.52.3	Q9BYW2	Histone-lysine N-methyltransferase SETD2	SETD2	SETD2	ENSG00000181555	3	ENSG00000181555	47165151.0
SETMAR.12462.20.3	Q53H47	Histone-lysine N-methyltransferase SETMAR	SETMR	SETMAR	ENSG00000170364	3	ENSG00000170364	4345050.0
SEZ6L2.3867.49.1	Q6UXD5	Seizure 6-like protein 2	SE6L2	SEZ6L2	ENSG00000174938	16	ENSG00000174938	29910398.0
SF1.12777.11.3	Q15637	Splicing factor 1	SF01	SF1	ENSG00000168066	11	ENSG00000168066	64545725.0
SF3B4.13449.25.3	Q15427	Splicing factor 3B subunit 4	SF3B4	SF3B4	ENSG00000143368	1	ENSG00000143368	149899859.5
SFN.4829.43.6	P31947	14-3-3 protein sigma	STRATIFIN	SFN	ENSG00000175793	1	ENSG00000175793	27189633.0
SFRP1.3221.54.1	Q8N474	Secreted frizzled-related protein 1	SARP-2	SFRP1	ENSG00000104332	8	ENSG00000104332	41165762.5
SFRP2.7751.121.3	Q96HF1	Secreted frizzled-related protein 2	SARP-1	SFRP2	ENSG00000145423	4	ENSG00000145423	154710272.0
SFTPC.5738.25.3	P11686	Pulmonary surfactant-associated protein C	SP-C	SFTPC	ENSG00000168484	8	ENSG00000168484	22019312.0
SFTPD.4414.69.2	P35247	Pulmonary surfactant-associated protein D	SP-D	SFTPD	ENSG00000133661	10	ENSG00000133661	81725614.5
SGCB.7034.4.3	Q16585	Beta-sarcoglycan	SGCB	SGCB	ENSG00000163069	4	ENSG00000163069	52904418.0
SGTA.3868.8.1	O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	SGTA	ENSG00000104969	19	ENSG00000104969	2783268.0
SH2D1A.4567.82.2	O60880	SH2 domain-containing protein 1A	SH21A	SH2D1A	ENSG00000183918	X	ENSG00000183918	123480439.0
SH3BP2.7769.29.3	P78314	SH3 domain-binding protein 2	3BP2	SH3BP2	ENSG00000087266	4	ENSG00000087266	2814022.5
SHC1.5272.55.2	P29353	SHC-transforming protein 1	SHC1	SHC1	ENSG00000160691	1	ENSG00000160691	154943220.0
SHC2.14074.2.3	P98077	SHC-transforming protein 2	SHC2	SHC2	ENSG00000129946	19	ENSG00000129946	437782.0
SHC4.11692.21.3	Q6S5L8	SHC-transforming protein 4	SHC4	SHC4	ENSG00000185634	15	ENSG00000185634	49170036.5
SHISA3.7057.18.3	A0PJX4	Protein shisa-3 homolog	SHSA3	SHISA3	ENSG00000178343	4	ENSG00000178343	42399856.0
SIAE.9263.57.3	Q9HAT2	Sialate O-acetylesterase	SIAE	SIAE	ENSG00000110013	11	ENSG00000110013	124543763.0
SIGIRR.8326.63.3	Q6IA17	Single Ig IL-1-related receptor	SIGIRR	SIGIRR	ENSG00000185187	11	ENSG00000185187	414957.0
SIGLEC10.6048.4.3	Q96LC7	Sialic acid-binding Ig-like lectin 10	SIG10	SIGLEC10	ENSG00000142512	19	ENSG00000142512	51920952.0
SIGLEC11.8913.22.3	Q96RL6	Sialic acid-binding Ig-like lectin 11	SIG11	SIGLEC11	ENSG00000161640	19	ENSG00000161640	50464338.0
SIGLEC12.10037.98.3	Q96PQ1	Sialic acid-binding Ig-like lectin 12	SIG12	SIGLEC12	ENSG00000254521	19	ENSG00000254521	52005026.0
SIGLEC12.8352.26.3	Q96PQ1	Sialic acid-binding Ig-like lectin 12	SIG12	SIGLEC12	ENSG00000254521	19	ENSG00000254521	52005026.0
SIGLEC14.5125.6.3	Q08ET2	Sialic acid-binding Ig-like lectin 14	SIG14	SIGLEC14	ENSG00000254415	19	ENSG00000254415	52149442.0
SIGLEC14.8248.222.3	Q08ET2	Sialic acid-binding Ig-like lectin 14	SIG14	SIGLEC14	ENSG00000254415	19	ENSG00000254415	52149442.0
SIGLEC7.2742.68.2	Q9Y286	Sialic acid-binding Ig-like lectin 7	Siglec-7	SIGLEC7	ENSG00000168995	19	ENSG00000168995	51645595.5
SIGLEC8.7864.3.3	Q9NYZ4	Sialic acid-binding Ig-like lectin 8	SIGL8	SIGLEC8	ENSG00000105366	19	ENSG00000105366	51961707.0
SIGLEC9.3007.7.2	Q9Y336	Sialic acid-binding Ig-like lectin 9	Siglec-9	SIGLEC9	ENSG00000129450	19	ENSG00000129450	51628165.0
SIRPA.5430.66.3	P78324	Tyrosine-protein phosphatase non-receptor type substrate 1	SHPS1	SIRPA	ENSG00000198053	20	ENSG00000198053	1875429.0
SIRPB1.6247.9.3	O00241	Signal-regulatory protein beta-1	SIRB1	SIRPB1	ENSG00000101307	20	ENSG00000101307	1585652.0
SIRPB2.5669.26.3	Q5JXA9	Signal-regulatory protein beta-2	SIRB2	SIRPB2	ENSG00000196209	20	ENSG00000196209	1472059.0
SIRPG.9241.40.3	Q9P1W8	Signal-regulatory protein gamma	SIRPG	SIRPG	ENSG00000089012	20	ENSG00000089012	1638360.0
SIRT2.5030.52.1	Q8IXJ6	NAD-dependent protein deacetylase sirtuin-2	SIRT2	SIRT2	ENSG00000068903	19	ENSG00000068903	39390263.5
SIRT5.12461.8.3	Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial	SIRT5	SIRT5	ENSG00000124523	6	ENSG00000124523	13574832.0
SIT1.11194.6.3	Q9Y3P8	Signaling threshold-regulating transmembrane adapter 1	SIT1	SIT1	ENSG00000137078	9	ENSG00000137078	35650907.0
SKIL.14670.1.3	P12757	Ski-like protein	SKIL	SKIL	ENSG00000136603	3	ENSG00000136603	170075909.5
SKP1.3902.21.2	P63208	S-phase kinase-associated protein 1	SKP1	SKP1	ENSG00000113558	5	ENSG00000113558	133512641.0
SLAMF1.7953.20.3	Q13291	Signaling lymphocytic activation molecule	SLAF1	SLAMF1	ENSG00000117090	1	ENSG00000117090	160617081.0
SLAMF6.5128.53.3	Q96DU3	SLAM family member 6	SLAF6	SLAMF6	ENSG00000162739	1	ENSG00000162739	160493043.0
SLAMF7.5487.7.3	Q9NQ25	SLAM family member 7	SLAF7	SLAMF7	ENSG00000026751	1	ENSG00000026751	160709059.0
SLAMF7.7882.31.3	Q9NQ25	SLAM family member 7	SLAF7	SLAMF7	ENSG00000026751	1	ENSG00000026751	160709059.0
SLAMF8.8994.65.3	Q9P0V8	SLAM family member 8	SLAMF8	SLAMF8	ENSG00000158714	1	ENSG00000158714	159798199.5
SLC14A1.13430.50.3	Q13336	Urea transporter 1	UT1	SLC14A1	ENSG00000141469	18	ENSG00000141469	43305773.0
SLC14A2.12818.159.3	Q15849	Urea transporter 2	UT2	SLC14A2	ENSG00000132874	18	ENSG00000132874	43195106.0
SLC22A16.9969.8.3	Q86VW1	Solute carrier family 22 member 16	S22AG	SLC22A16	ENSG00000004809	6	ENSG00000004809	110797622.0
SLC25A18.5280.68.5	Q9H1K4	Mitochondrial glutamate carrier 2	GHC2	SLC25A18	ENSG00000182902	22	ENSG00000182902	18043226.5
SLC26A11.13502.2.3	Q86WA9	Sodium-independent sulfate anion transporter	S2611	SLC26A11	ENSG00000181045	17	ENSG00000181045	78194237.0
SLC26A5.9127.4.3	P58743	Prestin	S26A5	SLC26A5	ENSG00000170615	7	ENSG00000170615	103083643.0
SLC27A2.9045.3.3	O14975	Very long-chain acyl-CoA synthetase	S27A2	SLC27A2	ENSG00000140284	15	ENSG00000140284	50478814.0
SLC30A3.9081.39.3	Q99726	Zinc transporter 3	ZNT3	SLC30A3	ENSG00000115194	2	ENSG00000115194	27486127.0
SLC30A5.9594.30.3	Q8TAD4	Zinc transporter 5	ZNT5	SLC30A5	ENSG00000145740	5	ENSG00000145740	68394212.0
SLC35B3.10660.33.3	Q9H1N7	Adenosine 3'-phospho 5'-phosphosulfate transporter 2	S35B3	SLC35B3	ENSG00000124786	6	ENSG00000124786	8435776.0
SLC35G2.13501.10.3	Q8TBE7	Solute carrier family 35 member G2	S35G2	SLC35G2	ENSG00000168917	3	ENSG00000168917	136537861.0
SLC41A2.12511.83.3	Q96JW4	Solute carrier family 41 member 2	S41A2	SLC41A2	ENSG00000136052	12	ENSG00000136052	105352068.5
SLC4A8.12798.46.3	Q2Y0W8	Electroneutral sodium bicarbonate exchanger 1	S4A8	SLC4A8	ENSG00000050438	12	ENSG00000050438	51818737.5
SLC5A5.12826.5.3	Q92911	Sodium/iodide cotransporter	SC5A5	SLC5A5	ENSG00000105641	19	ENSG00000105641	17987785.0
SLC5A8.13691.10.3	Q8N695	Sodium-coupled monocarboxylate transporter 1	SC5A8	SLC5A8	ENSG00000256870	12	ENSG00000256870	101604185.0
SLC6A14.13053.6.3	Q9UN76	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)	S6A14	SLC6A14	ENSG00000087916	X	ENSG00000087916	115576966.5
SLC6A16.13056.18.3	Q9GZN6	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5	S6A16	SLC6A16	ENSG00000063127	19	ENSG00000063127	49828389.0
SLC6A9.11653.69.3	P48067	Sodium- and chloride-dependent glycine transporter 1	SC6A9	SLC6A9	ENSG00000196517	1	ENSG00000196517	44497045.0
SLC9B2.9088.20.3	Q86UD5	Mitochondrial sodium/hydrogen exchanger 9B2	SL9B2	SLC9B2	ENSG00000164038	4	ENSG00000164038	103997711.5
SLCO5A1.11669.39.3	Q9H2Y9	Solute carrier organic anion transporter family member 5A1	SO5A1	SLCO5A1	ENSG00000137571	8	ENSG00000137571	70746352.0
SLITRK1.3643.90.2	Q96PX8	SLIT and NTRK-like protein 1	SLIK1	SLITRK1	ENSG00000178235	13	ENSG00000178235	84456528.0
SLITRK3.10565.19.3	O94933	SLIT and NTRK-like protein 3	SLIK3	SLITRK3	ENSG00000121871	3	ENSG00000121871	164914640.0
SLITRK4.7139.14.3	Q8IW52	SLIT and NTRK-like protein 4	SLIK4	SLITRK4	ENSG00000179542	X	ENSG00000179542	142723019.0
SLITRK5.4568.17.2	O94991	SLIT and NTRK-like protein 5	SLIK5	SLITRK5	ENSG00000165300	13	ENSG00000165300	88325184.0
SLURP1.6401.73.3	P55000	Secreted Ly-6/uPAR-related protein 1	SLUR1	SLURP1	ENSG00000126233	8	ENSG00000126233	143823829.0
SMAD2.10364.6.3	Q15796	Mothers against decapentaplegic homolog 2	SMAD2	SMAD2	ENSG00000175387	18	ENSG00000175387	45456950.0
SMAD4.12022.12.3	Q13485	Mothers against decapentaplegic homolog 4	SMAD4	SMAD4	ENSG00000141646	18	ENSG00000141646	48571329.0
SMAP1.11649.3.3	Q8IYB5	Stromal membrane-associated protein 1	SMAP1	SMAP1	ENSG00000112305	6	ENSG00000112305	71377550.0
SMC3.14324.52.3	Q9UQE7	Structural maintenance of chromosomes protein 3	CSPG6	SMC3	ENSG00000108055	10	ENSG00000108055	112327767.0
SMCO2.7925.18.3	A6NFE2	Single-pass membrane and coiled-coil domain-containing protein 2	CL070	SMCO2	ENSG00000165935	12	ENSG00000165935	27623560.0
SMDT1.9497.3.3	Q9H4I9	Essential MCU regulator, mitochondrial	CV032	SMDT1	ENSG00000183172	22	ENSG00000183172	42475699.0
SMIM10.9379.248.3	Q96HG1	Small integral membrane protein 10	CX069	SMIM10	ENSG00000184785	X	ENSG00000184785	134124968.0
SMIM9.8888.33.3	A6NGZ8	Small integral membrane protein 9	CX068	SMIM9	ENSG00000203870	X	ENSG00000203870	154060946.0
SMOC1.13118.5.3	Q9H4F8	SPARC-related modular calcium-binding protein 1	SMOC1	SMOC1	ENSG00000198732	14	ENSG00000198732	70346143.0
SMPDL3A.14086.11.3	Q92484	Acid sphingomyelinase-like phosphodiesterase 3a	ASM3A	SMPDL3A	ENSG00000172594	6	ENSG00000172594	123110437.0
SMPDL3A.4771.10.3	Q92484	Acid sphingomyelinase-like phosphodiesterase 3a	ASM3A	SMPDL3A	ENSG00000172594	6	ENSG00000172594	123110437.0
SMR3A.7838.27.3	Q99954	Submaxillary gland androgen-regulated protein 3A	SMR3A	SMR3A	ENSG00000109208	4	ENSG00000109208	71226478.0
SMR3B.8595.75.3	P02814	Submaxillary gland androgen-regulated protein 3B	SMR3B	SMR3B	ENSG00000171201	4	ENSG00000171201	71248795.0
SMYD2.12636.113.3	Q9NRG4	N-lysine methyltransferase SMYD2	SMYD2	SMYD2	ENSG00000143499	1	ENSG00000143499	214454576.0
SNAI2.10014.31.3	O43623	Zinc finger protein SNAI2	SLUG	SNAI2	ENSG00000019549	8	ENSG00000019549	49834143.5
SNAP25.13105.7.3	P60880	Synaptosomal-associated protein 25	SNP25	SNAP25	ENSG00000132639	20	ENSG00000132639	10199714.0
SNAP29.12357.41.3	O95721	Synaptosomal-associated protein 29	SNP29	SNAP29	ENSG00000099940	22	ENSG00000099940	21213369.0
SNAPIN.6975.52.3	O95295	SNARE-associated protein Snapin	SNAPN	SNAPIN	ENSG00000143553	1	ENSG00000143553	153631189.0
SNCA.8458.111.3	P37840	Alpha-synuclein	a-Synuclein	SNCA	ENSG00000145335	4	ENSG00000145335	90758227.0
SNCA.8458.16.3	P37840	Alpha-synuclein	a-Synuclein	SNCA	ENSG00000145335	4	ENSG00000145335	90758227.0
SNRPA.12678.66.3	P09012	U1 small nuclear ribonucleoprotein A	SNRPA	SNRPA	ENSG00000077312	19	ENSG00000077312	41256780.0
SNX1.8807.13.3	Q13596	Sorting nexin-1	SNX1	SNX1	ENSG00000028528	15	ENSG00000028528	64388208.0
SNX17.12845.18.3	Q15036	Sorting nexin-17	SNX17	SNX17	ENSG00000115234	2	ENSG00000115234	27593499.0
SNX4.3903.49.2	O95219	Sorting nexin-4	Sorting nexin 4	SNX4	ENSG00000114520	3	ENSG00000114520	125239025.0
SNX7.14245.195.3	Q9UNH6	Sorting nexin-7	SNX7	SNX7	ENSG00000162627	1	ENSG00000162627	99127322.5
SNX8.6925.26.3	Q9Y5X2	Sorting nexin-8	SNX8	SNX8	ENSG00000106266	7	ENSG00000106266	2349581.0
SOCS3.11440.58.3	O14543	Suppressor of cytokine signaling 3	SOCS-3	SOCS3	ENSG00000184557	17	ENSG00000184557	76356156.5
SOCS7.11657.86.3	O14512	Suppressor of cytokine signaling 7	SOCS7	SOCS7	ENSG00000174111	17	ENSG00000174111	36508281.0
SOD2.5008.51.1	P04179	Superoxide dismutase [Mn], mitochondrial	Mn SOD	SOD2	ENSG00000112096	6	ENSG00000112096	160114293.0
SOD3.8463.2.3	P08294	Extracellular superoxide dismutase [Cu-Zn]	SOD3	SOD3	ENSG00000109610	4	ENSG00000109610	24791569.0
SORBS3.12976.49.3	O60504	Vinexin b	Vinexin b	SORBS3	ENSG00000120896	8	ENSG00000120896	22422473.0
SORT1.11300.32.3	Q99523	Sortilin	SORT	SORT1	ENSG00000134243	1	ENSG00000134243	109932521.0
SOST.13101.60.3	Q9BQB4	Sclerostin	SOST	SOST	ENSG00000167941	17	ENSG00000167941	41836156.0
SPACA3.8076.4.3	Q8IXA5	Sperm acrosome membrane-associated protein 3	SACA3	SPACA3	ENSG00000141316	17	ENSG00000141316	31318887.0
SPACA7.6466.7.3	Q96KW9	Protein SPACA7	SPAC7	SPACA7	ENSG00000153498	13	ENSG00000153498	113030685.5
SPAG11A.5726.49.3	Q6PDA7	Sperm-associated antigen 11A	SG11A	SPAG11A	ENSG00000178287	8	ENSG00000178287	7705583.5
SPAG11B.5762.35.3	Q08648	Sperm-associated antigen 11B	Sperm-associated antigen 11	SPAG11B	ENSG00000164871	8	ENSG00000164871	7321048.0
SPARC.14110.200.3	P09486	SPARC	ON	SPARC	ENSG00000113140	5	ENSG00000113140	151066524.0
SPARC.3043.49.2	P09486	SPARC	ON	SPARC	ENSG00000113140	5	ENSG00000113140	151066524.0
SPARCL1.13707.27.3	Q14515	SPARC-like protein 1	SPARCL1	SPARCL1	ENSG00000152583	4	ENSG00000152583	88450582.5
SPARCL1.4467.49.2	Q14515	SPARC-like protein 1	SPARCL1	SPARCL1	ENSG00000152583	4	ENSG00000152583	88450582.5
SPAST.8388.24.3	Q9UBP0	Spastin	Spastin	SPAST	ENSG00000021574	2	ENSG00000021574	32288728.0
SPATA20.11117.2.3	Q8TB22	Spermatogenesis-associated protein 20	SPT20	SPATA20	ENSG00000006282	17	ENSG00000006282	48624570.0
SPATA9.7809.22.3	Q9BWV2	Spermatogenesis-associated protein 9	SPAT9	SPATA9	ENSG00000145757	5	ENSG00000145757	95018700.0
SPG21.11122.97.3	Q9NZD8	Maspardin	SPG21	SPG21	ENSG00000090487	15	ENSG00000090487	65281954.5
SPHK2.4468.21.2	Q9NRA0	Sphingosine kinase 2	SPHK2	SPHK2	ENSG00000063176	19	ENSG00000063176	49127431.5
SPINK13.10624.45.3	Q1W4C9	Serine protease inhibitor Kazal-type 13	ISK13	SPINK13	ENSG00000214510	5	ENSG00000214510	147648423.0
SPINK2.13405.61.3	P20155	Serine protease inhibitor Kazal-type 2	ISK2	SPINK2	ENSG00000128040	4	ENSG00000128040	57687884.0
SPINK5.8028.22.3	Q9NQ38	Serine protease inhibitor Kazal-type 5	SPINK5	SPINK5	ENSG00000133710	5	ENSG00000133710	147443543.0
SPINK6.5731.1.3	Q6UWN8	Serine protease inhibitor Kazal-type 6	ISK6	SPINK6	ENSG00000178172	5	ENSG00000178172	147582380.5
SPINK8.7962.11.3	P0C7L1	Serine protease inhibitor Kazal-type 8	ISK8	SPINK8	ENSG00000229453	3	ENSG00000229453	48369831.0
SPINK9.8042.88.3	Q5DT21	Serine protease inhibitor Kazal-type 9	ISK9	SPINK9	ENSG00000204909	5	ENSG00000204909	147707944.0
SPINT1.2828.82.2	O43278	Kunitz-type protease inhibitor 1	HAI-1	SPINT1	ENSG00000166145	15	ENSG00000166145	41141133.5
SPINT2.2843.13.2	O43291	Kunitz-type protease inhibitor 2	SPINT2	SPINT2	ENSG00000167642	19	ENSG00000167642	38755336.0
SPINT3.7926.13.3	P49223	Kunitz-type protease inhibitor 3	SPIT3	SPINT3	ENSG00000101446	20	ENSG00000101446	44144264.0
SPOCK1.5490.53.3	Q08629	Testican-1	Testican-1	SPOCK1	ENSG00000152377	5	ENSG00000152377	136767698.5
SPOCK2.5491.12.3	Q92563	Testican-2	Testican-2	SPOCK2	ENSG00000107742	10	ENSG00000107742	73848279.0
SPOCK3.9906.21.3	Q9BQ16	Testican-3	TICN3	SPOCK3	ENSG00000196104	4	ENSG00000196104	168155643.0
SPON1.4297.62.3	Q9HCB6	Spondin-1	Spondin-1	SPON1	ENSG00000152268	11	ENSG00000152268	13984184.0
SPOP.13727.44.3	O43791	Speckle-type POZ protein	SPOP	SPOP	ENSG00000121067	17	ENSG00000121067	47755417.0
SPR.9287.6.3	P35270	Sepiapterin reductase	SPRE	SPR	ENSG00000116096	2	ENSG00000116096	73114500.0
SPRED1.8318.13.3	Q7Z699	Sprouty-related, EVH1 domain-containing protein 1	SPRE1	SPRED1	ENSG00000166068	15	ENSG00000166068	38545049.0
SPRY1.9512.24.3	O43609	Protein sprouty homolog 1	SPY1	SPRY1	ENSG00000164056	4	ENSG00000164056	124318653.0
SPSB1.13942.140.3	Q96BD6	SPRY domain-containing SOCS box protein 1	SPSB1	SPSB1	ENSG00000171621	1	ENSG00000171621	9383038.5
SPTAN1.5031.10.1	Q13813	Spectrin alpha chain, non-erythrocytic 1	SPTA2	SPTAN1	ENSG00000197694	9	ENSG00000197694	131343235.0
SPTLC1.7886.26.3	O15269	Serine palmitoyltransferase 1	SPTC1	SPTLC1	ENSG00000090054	9	ENSG00000090054	94877658.0
SPTLC2.7267.2.3	O15270	Serine palmitoyltransferase 2	LCB2	SPTLC2	ENSG00000100596	14	ENSG00000100596	78043664.0
SRSF6.11573.3.3	Q13247	Serine/arginine-rich splicing factor 6	SRSF6	SRSF6	ENSG00000124193	20	ENSG00000124193	42086568.0
SRSF7.12987.12.3	Q16629	Serine/arginine-rich splicing factor 7	SRSF7	SRSF7	ENSG00000115875	2	ENSG00000115875	38978459.0
SRXN1.14268.4.3	Q9BYN0	Sulfiredoxin-1	SRXN1	SRXN1	ENSG00000271303	20	ENSG00000271303	634014.0
SSB.13526.5.3	P05455	Lupus La protein	LA	SSB	ENSG00000138385	2	ENSG00000138385	170659021.5
SSB.13625.19.3	P05455	Lupus La protein	LA	SSB	ENSG00000138385	2	ENSG00000138385	170659021.5
SSMEM1.8298.8.3	Q8WWF3	Serine-rich single-pass membrane protein 1	CG045	SSMEM1	ENSG00000165120	7	ENSG00000165120	129847700.0
SSR1.8106.15.3	P43307	Translocon-associated protein subunit alpha	SSRA	SSR1	ENSG00000124783	6	ENSG00000124783	7313431.0
SSRP1.5032.64.1	Q08945	FACT complex subunit SSRP1	SSRP1	SSRP1	ENSG00000149136	11	ENSG00000149136	57103336.0
SST.5957.30.3	P61278	Somatostatin-28	Somatostatin-28	SST	ENSG00000157005	3	ENSG00000157005	187388187.0
SSU72.13566.2.3	Q9NP77	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72	SSU72	ENSG00000160075	1	ENSG00000160075	1509965.5
ST3GAL1.5657.28.3	Q11201	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	SIA4A	ST3GAL1	ENSG00000008513	8	ENSG00000008513	134547143.0
ST3GAL2.6281.51.3	Q16842	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2	SIA4B	ST3GAL2	ENSG00000157350	16	ENSG00000157350	70464950.5
ST3GAL6.6947.4.3	Q9Y274	Type 2 lactosamine alpha-2,3-sialyltransferase	SIA10	ST3GAL6	ENSG00000064225	3	ENSG00000064225	98452300.0
ST6GAL1.6035.2.3	P15907	Beta-galactoside alpha-2,6-sialyltransferase 1	SIAT1	ST6GAL1	ENSG00000073849	3	ENSG00000073849	186698424.5
ST6GALNAC1.7867.154.3	Q9NSC7	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	SIA7A	ST6GALNAC1	ENSG00000070526	17	ENSG00000070526	74639742.0
ST6GALNAC2.7823.22.3	Q9UJ37	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	SIA7B	ST6GALNAC2	ENSG00000070731	17	ENSG00000070731	74578501.5
ST6GALNAC3.10626.116.3	Q8NDV1	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	SIA7C	ST6GALNAC3	ENSG00000184005	1	ENSG00000184005	76660001.0
ST6GALNAC3.10705.14.3	Q8NDV1	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	SIA7C	ST6GALNAC3	ENSG00000184005	1	ENSG00000184005	76660001.0
ST6GALNAC5.7927.16.3	Q9BVH7	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	SIA7E	ST6GALNAC5	ENSG00000117069	1	ENSG00000117069	77333165.0
ST6GALNAC6.7228.2.3	Q969X2	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	SIA7F	ST6GALNAC6	ENSG00000160408	9	ENSG00000160408	130661883.0
ST8SIA2.7920.30.3	Q92186	Alpha-2,8-sialyltransferase 8B	SIA8B	ST8SIA2	ENSG00000140557	15	ENSG00000140557	92937283.0
ST8SIA3.6929.10.3	O43173	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	SIA8C	ST8SIA3	ENSG00000177511	18	ENSG00000177511	55024383.0
ST8SIA4.7038.45.3	Q92187	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase	SIA8D	ST8SIA4	ENSG00000113532	5	ENSG00000113532	100238923.0
ST8SIA6.6930.95.3	P61647	Alpha-2,8-sialyltransferase 8F	SIA8F	ST8SIA6	ENSG00000148488	10	ENSG00000148488	17432718.5
STAB1.14599.18.3	Q9NY15	Stabilin-1	STAB1	STAB1	ENSG00000010327	3	ENSG00000010327	52550194.0
STAB2.3399.31.2	Q8WWQ8	Stabilin-2	STAB2	STAB2	ENSG00000136011	12	ENSG00000136011	104126970.5
STAMBPL1.12401.3.3	Q96FJ0	AMSH-like protease	STALP	STAMBPL1	ENSG00000138134	10	ENSG00000138134	90640910.5
STAP1.12510.3.3	Q9ULZ2	Signal-transducing adaptor protein 1	STAP1	STAP1	ENSG00000035720	4	ENSG00000035720	68424446.0
STAR.10085.25.3	P49675	Steroidogenic acute regulatory protein, mitochondrial	STAR	STAR	ENSG00000147465	8	ENSG00000147465	38007573.0
STAT1.10370.21.3	P42224	Signal transducer and activator of transcription 1-alpha/beta	STAT1	STAT1	ENSG00000115415	2	ENSG00000115415	191878908.5
STAT1.12351.25.3	P42224	Signal transducer and activator of transcription 1-alpha/beta	STAT1	STAT1	ENSG00000115415	2	ENSG00000115415	191878908.5
STAT3.10346.5.3	P40763	Signal transducer and activator of transcription 3	STAT3	STAT3	ENSG00000168610	17	ENSG00000168610	40520483.0
STAT6.10372.18.3	P42226	Signal transducer and activator of transcription 6	STAT6	STAT6	ENSG00000166888	12	ENSG00000166888	57504224.5
STAU1.12471.47.3	O95793	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	STAU1	ENSG00000124214	20	ENSG00000124214	47804904.0
STAU2.12970.35.3	Q9NUL3	Double-stranded RNA-binding protein Staufen homolog 2	STAU2	STAU2	ENSG00000040341	8	ENSG00000040341	74659075.0
STC1.4930.21.1	P52823	Stanniocalcin-1	Stanniocalcin-1	STC1	ENSG00000159167	8	ENSG00000159167	23712072.0
STC2.6231.46.3	O76061	Stanniocalcin-2	STC2	STC2	ENSG00000113739	5	ENSG00000113739	172755056.0
STIM1.9271.101.3	Q13586	Stromal interaction molecule 1	STIM1	STIM1	ENSG00000167323	11	ENSG00000167323	3968573.0
STIP1.5489.18.3	P31948	Stress-induced-phosphoprotein 1	Stress-induced-phosphoprotein 1	STIP1	ENSG00000168439	11	ENSG00000168439	63953740.5
STK16.3471.49.1	O75716	Serine/threonine-protein kinase 16	STK16	STK16	ENSG00000115661	2	ENSG00000115661	220110229.0
STK17B.5249.31.3	O94768	Serine/threonine-protein kinase 17B	DRAK2	STK17B	ENSG00000081320	2	ENSG00000081320	197036299.0
